lang,label,sentence
en,ovos-skill-naptime.openvoiceos:naptime.intent,enter rest mode
en,ovos-skill-naptime.openvoiceos:naptime.intent,enter silent mode
en,ovos-skill-naptime.openvoiceos:naptime.intent,enter sleep mode
en,ovos-skill-naptime.openvoiceos:naptime.intent,enter slumber mode
en,ovos-skill-naptime.openvoiceos:naptime.intent,initiate naptime
en,ovos-skill-naptime.openvoiceos:naptime.intent,initiate quiet time
en,ovos-skill-naptime.openvoiceos:naptime.intent,initiate shut-eye
en,ovos-skill-naptime.openvoiceos:naptime.intent,initiate siesta
en,ovos-skill-naptime.openvoiceos:naptime.intent,initiate siesta mode
en,ovos-skill-naptime.openvoiceos:naptime.intent,initiate sleep mode
en,ovos-skill-naptime.openvoiceos:naptime.intent,let's go to sleep
en,ovos-skill-naptime.openvoiceos:naptime.intent,let's have some quiet time
en,ovos-skill-naptime.openvoiceos:naptime.intent,let's take a nap
en,ovos-skill-naptime.openvoiceos:naptime.intent,start doze-off
en,ovos-skill-naptime.openvoiceos:naptime.intent,start nap
en,ovos-skill-naptime.openvoiceos:naptime.intent,start nap period
en,ovos-skill-naptime.openvoiceos:naptime.intent,start sleep session
en,ovos-skill-naptime.openvoiceos:naptime.intent,start slumber time
en,ovos-skill-naptime.openvoiceos:naptime.intent,start snooze mode
en,ovos-skill-naptime.openvoiceos:naptime.intent,time for a nap
en,ovos-skill-naptime.openvoiceos:naptime.intent,time to sleep
en,ovos-skill-news.openvoiceos:news.intent,i want to hear the news
en,ovos-skill-news.openvoiceos:news.intent,i want to hear the current news
en,ovos-skill-news.openvoiceos:news.intent,i want to hear the latest news
en,ovos-skill-news.openvoiceos:news.intent,i want to hear the local news
en,ovos-skill-news.openvoiceos:news.intent,i want to hear the regional news
en,ovos-skill-news.openvoiceos:news.intent,i'd like to listen to the news
en,ovos-skill-news.openvoiceos:news.intent,i'd like to listen to the current news
en,ovos-skill-news.openvoiceos:news.intent,i'd like to listen to the latest news
en,ovos-skill-news.openvoiceos:news.intent,i'd like to listen to the local news
en,ovos-skill-news.openvoiceos:news.intent,i'd like to listen to the regional news
en,ovos-skill-news.openvoiceos:news.intent,any breaking news
en,ovos-skill-news.openvoiceos:news.intent,any breaking local news
en,ovos-skill-news.openvoiceos:news.intent,any breaking regional news
en,ovos-skill-news.openvoiceos:news.intent,bring me the news
en,ovos-skill-news.openvoiceos:news.intent,bring me the current news
en,ovos-skill-news.openvoiceos:news.intent,bring me the latest news
en,ovos-skill-news.openvoiceos:news.intent,bring me the local news
en,ovos-skill-news.openvoiceos:news.intent,bring me the regional news
en,ovos-skill-news.openvoiceos:news.intent,can you read the news to me
en,ovos-skill-news.openvoiceos:news.intent,can you read the current news to me
en,ovos-skill-news.openvoiceos:news.intent,can you read the latest news to me
en,ovos-skill-news.openvoiceos:news.intent,can you read the local news to me
en,ovos-skill-news.openvoiceos:news.intent,can you read the regional news to me
en,ovos-skill-news.openvoiceos:news.intent,current news headlines
en,ovos-skill-news.openvoiceos:news.intent,current news report
en,ovos-skill-news.openvoiceos:news.intent,current news update
en,ovos-skill-news.openvoiceos:news.intent,give me a news briefing
en,ovos-skill-news.openvoiceos:news.intent,give me the news
en,ovos-skill-news.openvoiceos:news.intent,give me the current news
en,ovos-skill-news.openvoiceos:news.intent,give me the latest news
en,ovos-skill-news.openvoiceos:news.intent,give me the local news
en,ovos-skill-news.openvoiceos:news.intent,give me the regional news
en,ovos-skill-news.openvoiceos:news.intent,latest news headlines
en,ovos-skill-news.openvoiceos:news.intent,latest news report
en,ovos-skill-news.openvoiceos:news.intent,latest news update
en,ovos-skill-news.openvoiceos:news.intent,local news headlines
en,ovos-skill-news.openvoiceos:news.intent,local news report
en,ovos-skill-news.openvoiceos:news.intent,local news update
en,ovos-skill-news.openvoiceos:news.intent,news headlines
en,ovos-skill-news.openvoiceos:news.intent,news report
en,ovos-skill-news.openvoiceos:news.intent,news update
en,ovos-skill-news.openvoiceos:news.intent,play the news
en,ovos-skill-news.openvoiceos:news.intent,play the current news
en,ovos-skill-news.openvoiceos:news.intent,play the latest news
en,ovos-skill-news.openvoiceos:news.intent,play the local news
en,ovos-skill-news.openvoiceos:news.intent,play the regional news
en,ovos-skill-news.openvoiceos:news.intent,regional news headlines
en,ovos-skill-news.openvoiceos:news.intent,regional news report
en,ovos-skill-news.openvoiceos:news.intent,regional news update
en,ovos-skill-news.openvoiceos:news.intent,tell me the news
en,ovos-skill-news.openvoiceos:news.intent,tell me the current news
en,ovos-skill-news.openvoiceos:news.intent,tell me the latest news
en,ovos-skill-news.openvoiceos:news.intent,tell me the local news
en,ovos-skill-news.openvoiceos:news.intent,tell me the regional news
en,ovos-skill-news.openvoiceos:news.intent,tell me today’s news
en,ovos-skill-news.openvoiceos:news.intent,tell me today’s local news
en,ovos-skill-news.openvoiceos:news.intent,tell me today’s regional news
en,ovos-skill-news.openvoiceos:news.intent,update me on the news
en,ovos-skill-news.openvoiceos:news.intent,update me on the current news
en,ovos-skill-news.openvoiceos:news.intent,update me on the latest news
en,ovos-skill-news.openvoiceos:news.intent,update me on the local news
en,ovos-skill-news.openvoiceos:news.intent,update me on the regional news
en,ovos-skill-news.openvoiceos:news.intent,what are the news
en,ovos-skill-news.openvoiceos:news.intent,what are the current news
en,ovos-skill-news.openvoiceos:news.intent,what are the latest news
en,ovos-skill-news.openvoiceos:news.intent,what are the local news
en,ovos-skill-news.openvoiceos:news.intent,what are the regional news
en,ovos-skill-news.openvoiceos:news.intent,what’s happening in the news
en,ovos-skill-news.openvoiceos:news.intent,what’s happening in the current news
en,ovos-skill-news.openvoiceos:news.intent,what’s happening in the latest news
en,ovos-skill-news.openvoiceos:news.intent,what’s happening in the local news
en,ovos-skill-news.openvoiceos:news.intent,what’s happening in the regional news
en,ovos-skill-news.openvoiceos:news.intent,what’s in the news
en,ovos-skill-news.openvoiceos:news.intent,what’s in the local news
en,ovos-skill-news.openvoiceos:news.intent,what’s in the regional news
en,ovos-skill-news.openvoiceos:global_news.intent,any big news globally
en,ovos-skill-news.openvoiceos:global_news.intent,any big news internationally
en,ovos-skill-news.openvoiceos:global_news.intent,any big news worldwide
en,ovos-skill-news.openvoiceos:global_news.intent,give me a global news update
en,ovos-skill-news.openvoiceos:global_news.intent,give me a international news update
en,ovos-skill-news.openvoiceos:global_news.intent,give me a world news update
en,ovos-skill-news.openvoiceos:global_news.intent,give me a worldwide news update
en,ovos-skill-news.openvoiceos:global_news.intent,give me global news
en,ovos-skill-news.openvoiceos:global_news.intent,give me international news
en,ovos-skill-news.openvoiceos:global_news.intent,give me world news
en,ovos-skill-news.openvoiceos:global_news.intent,give me worldwide news
en,ovos-skill-news.openvoiceos:global_news.intent,how's the world doing today?
en,ovos-skill-news.openvoiceos:global_news.intent,i want global news
en,ovos-skill-news.openvoiceos:global_news.intent,i want international news
en,ovos-skill-news.openvoiceos:global_news.intent,i want world news
en,ovos-skill-news.openvoiceos:global_news.intent,i want worldwide news
en,ovos-skill-news.openvoiceos:global_news.intent,is there any breaking news globally
en,ovos-skill-news.openvoiceos:global_news.intent,is there any breaking news internationally
en,ovos-skill-news.openvoiceos:global_news.intent,is there any breaking news worldwide
en,ovos-skill-news.openvoiceos:global_news.intent,tell me about global news
en,ovos-skill-news.openvoiceos:global_news.intent,tell me about international news
en,ovos-skill-news.openvoiceos:global_news.intent,tell me about world news
en,ovos-skill-news.openvoiceos:global_news.intent,tell me about worldwide news
en,ovos-skill-news.openvoiceos:global_news.intent,tell me what’s happening around the globe
en,ovos-skill-news.openvoiceos:global_news.intent,tell me what’s happening around the world
en,ovos-skill-news.openvoiceos:global_news.intent,what has happened around the globe
en,ovos-skill-news.openvoiceos:global_news.intent,what has happened in the world
en,ovos-skill-news.openvoiceos:global_news.intent,what has happened internationally
en,ovos-skill-news.openvoiceos:global_news.intent,what's the latest global news
en,ovos-skill-news.openvoiceos:global_news.intent,what's the latest international news
en,ovos-skill-news.openvoiceos:global_news.intent,what's the latest world news
en,ovos-skill-news.openvoiceos:global_news.intent,what's the latest worldwide news
en,ovos-skill-news.openvoiceos:global_news.intent,latest global news
en,ovos-skill-news.openvoiceos:global_news.intent,latest international news
en,ovos-skill-news.openvoiceos:global_news.intent,latest world news
en,ovos-skill-news.openvoiceos:global_news.intent,latest worldwide news
en,ovos-skill-news.openvoiceos:global_news.intent,play global news
en,ovos-skill-news.openvoiceos:global_news.intent,play international news
en,ovos-skill-news.openvoiceos:global_news.intent,play world news
en,ovos-skill-news.openvoiceos:global_news.intent,play worldwide news
en,ovos-skill-parrot.openvoiceos:stop_parrot.intent,parrot mode abort
en,ovos-skill-parrot.openvoiceos:stop_parrot.intent,parroting abort
en,ovos-skill-parrot.openvoiceos:stop_parrot.intent,parrot mode cancel
en,ovos-skill-parrot.openvoiceos:stop_parrot.intent,parroting cancel
en,ovos-skill-parrot.openvoiceos:stop_parrot.intent,parrot mode disable
en,ovos-skill-parrot.openvoiceos:stop_parrot.intent,parroting disable
en,ovos-skill-parrot.openvoiceos:stop_parrot.intent,parrot mode disengage
en,ovos-skill-parrot.openvoiceos:stop_parrot.intent,parroting disengage
en,ovos-skill-parrot.openvoiceos:stop_parrot.intent,parrot mode stop
en,ovos-skill-parrot.openvoiceos:stop_parrot.intent,parroting stop
en,ovos-skill-parrot.openvoiceos:stop_parrot.intent,abort parroting
en,ovos-skill-parrot.openvoiceos:stop_parrot.intent,abort parrot mode
en,ovos-skill-parrot.openvoiceos:stop_parrot.intent,cancel parroting
en,ovos-skill-parrot.openvoiceos:stop_parrot.intent,cancel parrot mode
en,ovos-skill-parrot.openvoiceos:stop_parrot.intent,disable parroting
en,ovos-skill-parrot.openvoiceos:stop_parrot.intent,disable parrot mode
en,ovos-skill-parrot.openvoiceos:stop_parrot.intent,disengage parroting
en,ovos-skill-parrot.openvoiceos:stop_parrot.intent,disengage parrot mode
en,ovos-skill-parrot.openvoiceos:stop_parrot.intent,stop parroting
en,ovos-skill-parrot.openvoiceos:stop_parrot.intent,stop parrot mode
en,ovos-skill-parrot.openvoiceos:stop_parrot.intent,stop repeating me
en,ovos-skill-parrot.openvoiceos:repeat.stt.intent,tell me what i said.
en,ovos-skill-parrot.openvoiceos:repeat.stt.intent,tell me what i just said.
en,ovos-skill-parrot.openvoiceos:repeat.stt.intent,what did i say?
en,ovos-skill-parrot.openvoiceos:repeat.stt.intent,what did i tell you?
en,ovos-skill-parrot.openvoiceos:repeat.stt.intent,what did i just say?
en,ovos-skill-parrot.openvoiceos:repeat.stt.intent,what did i just tell you?
en,ovos-skill-parrot.openvoiceos:repeat.stt.intent,what did you hear me say?
en,ovos-skill-parrot.openvoiceos:repeat.stt.intent,what did you think i said?
en,ovos-skill-parrot.openvoiceos:start_parrot.intent,engage parrot mode
en,ovos-skill-parrot.openvoiceos:start_parrot.intent,parrot mode on
en,ovos-skill-parrot.openvoiceos:start_parrot.intent,parrot mode start
en,ovos-skill-parrot.openvoiceos:start_parrot.intent,repeat everything
en,ovos-skill-parrot.openvoiceos:start_parrot.intent,repeat everything you hear
en,ovos-skill-parrot.openvoiceos:start_parrot.intent,start parrot mode
en,ovos-skill-parrot.openvoiceos:start_parrot.intent,start parroting
en,ovos-skill-parrot.openvoiceos:repeat.tts.intent,can you say again?
en,ovos-skill-parrot.openvoiceos:repeat.tts.intent,can you say that again?
en,ovos-skill-parrot.openvoiceos:repeat.tts.intent,say again?
en,ovos-skill-parrot.openvoiceos:repeat.tts.intent,say that again?
en,ovos-skill-parrot.openvoiceos:repeat.tts.intent,can you repeat that?
en,ovos-skill-parrot.openvoiceos:repeat.tts.intent,come again?
en,ovos-skill-parrot.openvoiceos:repeat.tts.intent,repeat that.
en,ovos-skill-parrot.openvoiceos:repeat.tts.intent,repeat what you said.
en,ovos-skill-parrot.openvoiceos:repeat.tts.intent,repeat what you just said.
en,ovos-skill-parrot.openvoiceos:repeat.tts.intent,say that once more.
en,ovos-skill-parrot.openvoiceos:repeat.tts.intent,say that one more time.
en,ovos-skill-parrot.openvoiceos:repeat.tts.intent,what did you say?
en,ovos-skill-parrot.openvoiceos:repeat.tts.intent,what did you tell me?
en,ovos-skill-parrot.openvoiceos:repeat.tts.intent,what did you just say?
en,ovos-skill-parrot.openvoiceos:repeat.tts.intent,what did you just tell me?
en,ovos-skill-parrot.openvoiceos:repeat.tts.intent,what was that?
en,ovos-skill-parrot.openvoiceos:speak.intent,repeat {sentence} after me
en,ovos-skill-parrot.openvoiceos:speak.intent,say {sentence} after me
en,ovos-skill-parrot.openvoiceos:speak.intent,speak {sentence} after me
